Y,Participant,EAR,MAR,PUC,MOE,Frame
0,21,0.280758847386965,0.2939551911646759,0.48769332022243206,1.0470024147076036,0
0,21,0.28594074299253097,0.31518777748446103,0.4844972846704409,1.1022835507309778,1
0,21,0.284025559163895,0.30650193313235236,0.48808735364506367,1.079135039940147,2
0,21,0.28875559274190954,0.3093518213918678,0.4881084787603843,1.0713275488602128,3
0,21,0.284523924319879,0.3049736913190975,0.4839184537646003,1.071873629073904,4
0,21,0.2914282791550092,0.30183316375857,0.4917393981620769,1.035703071210967,5
0,21,0.29244156082028555,0.3064973259908918,0.49476148470282955,1.0480635007253432,6
0,21,0.2861674952371108,0.30739817800864,0.4872775992073633,1.0741897075135596,7
0,21,0.2876838313222349,0.3083623859524346,0.48786086500886494,1.0718794467355297,8
0,21,0.2855841037581849,0.3128363852519141,0.48689078804437047,1.0954264650416425,9
0,21,0.2788554423304596,0.3088949932500666,0.4813066908533207,1.107724456329629,10
0,21,0.2805131717295046,0.30695429469257773,0.4800143140093739,1.0942598267313095,11
0,21,0.2803120107816486,0.31281739397700964,0.4796504484040416,1.115961435632815,12
0,21,0.28245376671872713,0.3113181788643862,0.483850152807552,1.1021916346911484,13
0,21,0.2883448629025663,0.3137704068719685,0.4883257131514046,1.088177551399602,14
0,21,0.28301491791651234,0.31096910389741755,0.4823713550320506,1.0987728356748725,15
0,21,0.27830255973163126,0.30994986040831624,0.477383721370924,1.1137154494992882,16
0,21,0.2771826088545839,0.31081264355464605,0.4758810818282043,1.1213280834574482,17
0,21,0.2796210804341126,0.3195699388622277,0.47858389899961956,1.1428678351649824,18
0,21,0.2740508047968032,0.3136635245486324,0.4743938541802586,1.1445451684814438,19
0,21,0.28576366656814656,0.3118551685728564,0.4840268547376482,1.0913044765909306,20
0,21,0.2864918756937195,0.30486894627940436,0.48379753108412005,1.0641451718000245,21
0,21,0.2832073910740937,0.3041678970154489,0.47992288190952714,1.0740111543765163,22
0,21,0.27957625599553226,0.30546807267725284,0.47612066697297284,1.0926109285980794,23
0,21,0.27954681929200587,0.3000876746431604,0.47252849639752614,1.07347912383041,24
0,21,0.2810259005323932,0.30194676405203413,0.4725042994789922,1.0744446098384781,25
0,21,0.2304273901427411,0.30255772079194204,0.43298892436987624,1.31302845813824,26
0,21,0.17069466549607076,0.29972077493589255,0.38232888501318274,1.7558883522507729,27
0,21,0.158315181480804,0.2977081544940109,0.3767419946143262,1.8804776125030593,28
0,21,0.17147335050422302,0.3070701878756283,0.38409437542933433,1.7907749919895908,29
0,21,0.22325305250312405,0.3063711599588159,0.42251131493542216,1.372304461344504,30
0,21,0.2459400930116242,0.308406331991906,0.44315465971001533,1.2539896533963226,31
0,21,0.2620126134605416,0.3126610875049322,0.45890142986798343,1.1933054801272693,32
0,21,0.2644725066311002,0.3085290532207329,0.46299345930309005,1.16658270892061,33
0,21,0.2701139999864278,0.3123130433332736,0.466776603239775,1.1562267907215698,34
0,21,0.27845028682448536,0.3134588055559368,0.4715823292941035,1.1257262800146377,35
0,21,0.28201362197135277,0.3136201070573631,0.47386884673807383,1.1120743206128565,36
0,21,0.28164951981650416,0.31068674033299576,0.4738039059334138,1.1030969999004774,37
0,21,0.28569313744365643,0.3089437361820031,0.47693212806042173,1.0813831194770371,38
0,21,0.2891976202706113,0.3097555612731101,0.47855176685840295,1.0710861347450304,39
0,21,0.2956396396925675,0.31257371376767445,0.48339913483449265,1.0572794436250716,40
0,21,0.292551544113275,0.30872726759756175,0.482877405280708,1.0552918752601885,41
0,21,0.29336311686210137,0.315160046725965,0.4802396381174825,1.0743001713951297,42
0,21,0.29334519940454196,0.31251353685347427,0.48419680548986854,1.0653439616119231,43
0,21,0.2953433020845765,0.3199234051446201,0.48631848541457534,1.0832255307181629,44
0,21,0.29343492568859203,0.31861151494325446,0.48533295563227064,1.0857995659364048,45
0,21,0.28765238277077815,0.3089989331435463,0.4832515629691936,1.0742095378009735,46
0,21,0.29386450504527273,0.3141521789487157,0.48666907398969084,1.0690375106728778,47
0,21,0.29603529206230195,0.319646187752768,0.48835763598273785,1.0797570300688912,48
0,21,0.296247760418032,0.32000709358664403,0.4893219935879775,1.0802008870382191,49
0,21,0.30034371048301234,0.32519013257022666,0.4922038370817613,1.0827266269277167,50
0,21,0.2966475994294395,0.3197055307701086,0.4902577230993148,1.0777283597946445,51
0,21,0.2999928330079473,0.32022491050314406,0.49317489926579344,1.0674418695017982,52
0,21,0.29607227420338966,0.3121355795205866,0.4883638206838451,1.0542546760260372,53
0,21,0.29471151658089895,0.31538905740758316,0.48860632030783124,1.0701619708200585,54
0,21,0.30090875072410694,0.31264294911485085,0.49346738405040663,1.0389958695535,55
0,21,0.3007062111845515,0.30923744675767534,0.4972034332753792,1.028370666304222,56
0,21,0.3029976791952229,0.31322976094553334,0.49616184357638493,1.0337695053555769,57
0,21,0.30360241824988154,0.3091891670346744,0.5019886659641312,1.0184015292664588,58
0,21,0.3043979024440129,0.31350201861221877,0.5008051935487798,1.0299086034926945,59
0,21,0.31034786582453766,0.3180825889801136,0.5006002156284476,1.0249227528438973,60
0,21,0.31368739818731184,0.30707298564564506,0.5033760741903889,0.9789139997976039,61
0,21,0.31364668504692506,0.31017989488673176,0.5040123976228608,0.9889468299029699,62
0,21,0.3186116558920453,0.3005011395711426,0.506589069845003,0.943158023298937,63
0,21,0.31591681823493656,0.30421709692547194,0.5055737822755101,0.962965816841179,64
0,21,0.31118568237503125,0.3045529233276132,0.5022108696250235,0.978685526285157,65
0,21,0.31528460311926076,0.3019729014807229,0.5053522931958061,0.9577787766772027,66
0,21,0.3147782454155607,0.30284520598556397,0.5063011376215638,0.9620906476105326,67
0,21,0.3158160932303161,0.30880913755516454,0.5088537343795116,0.9778131772719967,68
0,21,0.31280303899493855,0.3038794038105955,0.506077829308709,0.971472031688006,69
0,21,0.3069183895533188,0.303836537715711,0.49956693246665745,0.9899587253729142,70
0,21,0.3105252484411416,0.3075801699329181,0.49828626977976936,0.9905158162725639,71
0,21,0.30766553080299575,0.3070141422182627,0.4973477299250818,0.9978828028507679,72
0,21,0.30117341067552705,0.30257163979454427,0.49244634048481184,1.0046426047899812,73
0,21,0.30477990607036737,0.3005359392299906,0.4969474611526141,0.9860753062920201,74
0,21,0.3012185876583755,0.313336873706567,0.49746916944051023,1.0402308706856276,75
0,21,0.30205362474565584,0.31277454828395973,0.5003318125329348,1.0354934444085266,76
0,21,0.2989806415106847,0.3112812369718195,0.49887049431628405,1.0411417789425512,77
0,21,0.3082537627283519,0.30290373920334934,0.5099414959985085,0.9826440933675892,78
0,21,0.30646328237261977,0.30484036484658744,0.5097482383471801,0.9947043655165871,79
0,21,0.30897084522899854,0.3104057714120788,0.5118556723076898,1.0046442122460348,80
0,21,0.3111421227664479,0.3095982518557761,0.5102820726657865,0.9950380523956549,81
0,21,0.30829717609523644,0.3089636932144465,0.5057131669566989,1.002161930665898,82
0,21,0.3091126878301527,0.3064414286946961,0.5017252442473836,0.991358299931951,83
0,21,0.30531066755699937,0.30540678093873397,0.49802972613563545,1.0003148051868074,84
0,21,0.3095340034955204,0.3113078146947428,0.5028357101208879,1.005730585910404,85
0,21,0.3025245105177153,0.2909242309164784,0.5026092857901902,0.9616550752156077,86
0,21,0.30509433344487497,0.29034224153142585,0.5018301260569782,0.9516474404919928,87
0,21,0.3001046063793912,0.29223749405857197,0.4976467270302386,0.9737854329670846,88
0,21,0.3058959856633253,0.28989536473751526,0.5018539603817056,0.9476926090052694,89
0,21,0.2904733682384345,0.29789985880107694,0.4911634041405646,1.0255668552600197,90
0,21,0.17935344276071064,0.29350694920388326,0.39242878374733436,1.636472345810912,91
0,21,0.1621761164372589,0.29274233005807204,0.3817722023828475,1.8050890383191862,92
0,21,0.1655042257302649,0.29437518785624534,0.38654627842345396,1.7786566267861428,93
0,21,0.19571212209180494,0.29840742554057514,0.4048707511894136,1.5247263294227515,94
0,21,0.24175053966723337,0.29872841446191467,0.4410488535374078,1.2356887181021836,95
0,21,0.26321601362949193,0.29808072074982556,0.4573054085940386,1.1324566337723276,96
0,21,0.2866074249717099,0.29620640998590136,0.4830467205425081,1.033491752752529,97
0,21,0.28895003339774483,0.3025708072392083,0.48276800063355557,1.0471388553975844,98
0,21,0.28536978556958964,0.30035669764654904,0.4848542750989331,1.0525175152900157,99
0,21,0.28440857056561397,0.30119936857586066,0.48506909163709944,1.0590375950234348,100
0,21,0.2872121993600237,0.2991630157287066,0.4860831416520315,1.041609710156157,101
0,21,0.29271270022203166,0.3018638447827191,0.49010084262440834,1.0312632303065292,102
0,21,0.2895021625005608,0.2981112258917518,0.4887425063766226,1.029737475246577,103
0,21,0.2940867088911427,0.2974776028177862,0.49213693777079237,1.0115302522151677,104
0,21,0.2933183300364596,0.3024201124106436,0.4907525330594166,1.0310303906784573,105
0,21,0.28814547527002,0.30290098174333135,0.48955443496282314,1.051208530897402,106
0,21,0.2868115788218987,0.3010311258261938,0.4878359932151098,1.0495780088889821,107
0,21,0.29134198086660223,0.30003760855732736,0.4886296251834709,1.0298468063711925,108
0,21,0.29029414163059825,0.3006878442080387,0.48896894140205316,1.0358040383421396,109
0,21,0.28909029676540454,0.2990579515247026,0.48700381492810907,1.0344793819468343,110
0,21,0.2930889401223259,0.30046475788196025,0.4918222437405662,1.0251658003763497,111
0,21,0.29238450539352334,0.3032813660414492,0.48838401201808146,1.0372689402034476,112
0,21,0.2940814711956282,0.3002081411174669,0.4902219127946644,1.0208332401797702,113
0,21,0.29518249249929984,0.2997342353908154,0.4933712931009223,1.0154200977604604,114
0,21,0.2915363767908731,0.29814251826033095,0.49135441439366295,1.0226597501902708,115
0,21,0.2869095348345778,0.29964597466058707,0.4882068559430136,1.044391831848156,116
0,21,0.2846504099387026,0.30074426788714503,0.4851730375560992,1.056539029583369,117
0,21,0.28409277993326637,0.3016729829217774,0.48306295618701334,1.0618819070046084,118
0,21,0.2903502356256967,0.3052978839654394,0.4905100728483368,1.0514814403629842,119
0,21,0.29440149812614336,0.31155318627563194,0.49669481201901733,1.058259513822649,120
0,21,0.28726997871325455,0.3012041631040268,0.49472646483654764,1.04850553633619,121
0,21,0.29127391016891246,0.30280805972718633,0.4926124010309254,1.0395989793647673,122
0,21,0.29217451656780935,0.29759156389357094,0.4933051836839219,1.0185404510612217,123
0,21,0.2955076642463498,0.2965717937802396,0.4961194497842063,1.0036010217758777,124
0,21,0.2942688195914605,0.29757543207204895,0.49459387698251056,1.011236706917094,125
0,21,0.2965703049920779,0.29202974562243655,0.4963404996190285,0.9846897707113237,126
0,21,0.29499174156722197,0.2947446111720616,0.4958601549114411,0.9991622463942637,127
0,21,0.2958373338801413,0.29187037549857464,0.49194288656772306,0.9865907445502674,128
0,21,0.29844160886866733,0.2931336092040006,0.49650384226291194,0.9822142774099487,129
0,21,0.2999646329064438,0.2922131920149381,0.4971976408953641,0.9741588172698903,130
0,21,0.30023578100390763,0.2916360090734995,0.49882283015577744,0.9713566054597064,131
