Y,Participant,EAR,MAR,PUC,MOE,Frame
5,43,0.23874142614774752,0.3220875033732184,0.4915897989565705,1.349106054069943,0
5,43,0.2615474527275197,0.32578496563545806,0.5018711240518329,1.245605576494989,1
5,43,0.259428119412394,0.3210067727563698,0.4982635152157435,1.2373630641252449,2
5,43,0.2533060951082774,0.2986641004176712,0.5036711152277168,1.1790640106390067,3
5,43,0.2456071780070212,0.3322828593138036,0.5055498024435744,1.3529036977262308,4
5,43,0.246643780724344,0.33646039773281444,0.4999532466462376,1.364155206933241,5
5,43,0.25371282430445463,0.30621326379894714,0.5083348625762769,1.2069285998388957,6
5,43,0.24870075356107463,0.3321887800133073,0.4934769952165565,1.3356967168647125,7
5,43,0.2539601065791371,0.329982026426167,0.4921006398824007,1.2993459125177227,8
5,43,0.2529596923119588,0.33489721382021376,0.4877711813019736,1.323915327218246,9
5,43,0.26279273787152485,0.3159705002717974,0.5049774503544956,1.2023562859117907,10
5,43,0.25546458312961895,0.30838923415373826,0.5110345389857345,1.207170208784934,11
5,43,0.2532749918496917,0.32669705234723484,0.507952445518197,1.289890683487283,12
5,43,0.25529722541091526,0.32248432549401446,0.5043621308477126,1.263172073158875,13
5,43,0.26614447552648834,0.31633894397237233,0.5078976594377239,1.1885985735626825,14
5,43,0.2578889752694343,0.322105613802214,0.492520636258414,1.2490088553250025,15
5,43,0.25789107341136014,0.31409506835334594,0.5000978440253744,1.2179369537631697,16
5,43,0.26039240258114693,0.3010933601552405,0.5113738733411074,1.1563062407760143,17
5,43,0.26729472451270864,0.3072690794287682,0.5122157779855706,1.1495516044655754,18
5,43,0.2515644359462677,0.30842522821467755,0.5035814382998428,1.2260287391360634,19
5,43,0.26915555340098435,0.32910665609612366,0.5140740801235775,1.222737751228283,20
5,43,0.27528543911608366,0.3547638484187547,0.5085193772779156,1.2887127250822599,21
5,43,0.27675136939637235,0.36904786741465556,0.5111553503449942,1.3334996976513354,22
5,43,0.26132465140908967,0.39435977764430313,0.49606509329249776,1.5090798955164553,23
5,43,0.2755349043017751,0.42277946273399125,0.5095829321276408,1.5343953021318453,24
5,43,0.2632770689819631,0.43311135266054224,0.49683667650002894,1.645078146514212,25
5,43,0.2612638821667204,0.4149553686220428,0.49958090548167555,1.5882615123863435,26
5,43,0.2656412527628399,0.39958217565326865,0.5076457266239026,1.5042173288122873,27
5,43,0.26212288351725355,0.37739823339889256,0.5017528404288666,1.4397759872577143,28
5,43,0.25797478475522395,0.3449897172203209,0.5025570534549115,1.3373001456233793,29
5,43,0.2669197932583417,0.32642232557090745,0.5117739716166637,1.2229228922524134,30
5,43,0.25889103138466535,0.3095519620905495,0.504716326625392,1.1956843790027287,31
5,43,0.25119418056284637,0.3073955610605294,0.4941601717306135,1.223736793470906,32
5,43,0.2505039982220142,0.2881354336525345,0.49080563934188204,1.1502228934372885,33
